district,rating_score,accuracry_review,cleanliness_review,checkin_review,communication_review,location_review,value_score,host_response_rate_float,district,room_type,accommodates,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,bathrooms,bath_text,other_bath,Entirehome/apt
District 19,5.0,5.0,4.97,5.0,5.0,4.97,4.94,1.0,District 19,Entire home/apt,5,1.5 baths,2.0,2.0,"[""Microwave"", ""Keypad"", ""Freezer"", ""Body soap"", ""Stainless steel electric stove"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Fast wifi \u2013 62 Mbps"", ""Baking sheet"", ""Private entrance"", ""Heating"", ""Fire extinguisher"", ""Free street parking"", ""Cooking basics"", ""Bathtub"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""Room-darkening shades"", ""Keurig coffee machine"", ""Luggage dropoff allowed"", ""Children\u2019s books and toys"", ""First aid kit"", ""Cleaning products"", ""Kitchen"", ""Free parking on premises"", ""Ethernet connection"", ""Shampoo"", ""Hot water"", ""Ceiling fan"", ""Dining table"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Conditioner"", ""Drying rack for clothing"", ""55\"" HDTV with Amazon Prime Video"", ""Coffee maker"", ""Oven"", ""Air conditioning"", ""Dishwasher"", ""Hot water kettle"", ""Wine glasses"", ""Smoke alarm"", ""Board games"", ""Security cameras on property"", ""Long term stays allowed""]",$176.00,2,112,1,baths,0,0
District 5,4.96,4.97,4.96,4.97,4.99,4.88,4.92,1.0,District 5,Entire home/apt,2,1 bath,1.0,1.0,"[""Keypad"", ""Wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Patio or balcony"", ""Private entrance"", ""Single level home"", ""Heating"", ""Fire extinguisher"", ""Free street parking"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Cable TV"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""First aid kit"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Dishes and silverware"", ""Dedicated workspace"", ""Coffee maker"", ""Air conditioning"", ""Smoke alarm"", ""Backyard"", ""Security cameras on property""]",$61.00,1,7,1,bath,0,0
District 30,4.51,4.73,4.38,4.8,4.84,4.69,4.5,1.0,District 30,Entire home/apt,10,2 baths,3.0,5.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Essentials"", ""Refrigerator"", ""Hangers"", ""Heating"", ""Stove"", ""Cooking basics"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Cable TV"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""Luggage dropoff allowed"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Smoke alarm"", ""Backyard"", ""Long term stays allowed""]",$116.00,2,180,2,baths,0,0
District 30,4.56,4.51,4.61,4.81,4.81,4.58,4.66,1.0,District 30,Entire home/apt,6,2 baths,3.0,3.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Freezer"", ""Outdoor dining area"", ""Essentials"", ""Samsung refrigerator"", ""Extra pillows and blankets"", ""Hangers"", ""Baking sheet"", ""55\"" HDTV"", ""Clothing storage: walk-in closet and closet"", ""Cooking basics"", ""Safe"", ""Carbon monoxide alarm"", ""Samsung stainless steel oven"", ""Bathtub"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""Shared patio or balcony"", ""Room-darkening shades"", ""Keurig coffee machine"", ""First aid kit"", ""Cleaning products"", ""Kitchen"", ""Free parking on premises"", ""Central heating"", ""Hot water"", ""Shampoo"", ""Ceiling fan"", ""Outdoor furniture"", ""Dishes and silverware"", ""Dedicated workspace"", ""Central air conditioning"", ""Toaster"", ""Coffee maker"", ""Free washer \u2013 In unit"", ""Dishwasher"", ""Hot water kettle"", ""Wine glasses"", ""Samsung stainless steel electric stove"", ""Smoke alarm"", ""Private garden or backyard"", ""Long term stays allowed""]",$243.00,2,1125,2,baths,0,0
District 2,4.8,4.87,4.7,4.92,4.92,4.37,4.73,1.0,District 2,Entire home/apt,10,2.5 baths,3.0,5.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Body soap"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Patio or balcony"", ""Private entrance"", ""Heating"", ""Stove"", ""Free street parking"", ""Cooking basics"", ""TV with standard cable"", ""Cable TV"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""BBQ grill"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smoke alarm"", ""Backyard"", ""Long term stays allowed""]",$199.00,2,365,2,baths,0,0
District 19,4.91,4.98,4.85,4.96,4.94,4.98,4.77,0.99,District 19,Entire home/apt,4,1 bath,1.0,2.0,"[""Microwave"", ""Wifi"", ""Essentials"", ""Refrigerator"", ""Hangers"", ""Private entrance"", ""Single level home"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Cooking basics"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Cable TV"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""Kitchen"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Elevator"", ""Paid parking off premises"", ""Smoke alarm"", ""Smart lock"", ""Long term stays allowed""]",$185.00,1,90,1,bath,0,0
District 8,4.99,5.0,5.0,5.0,5.0,4.89,4.99,1.0,District 8,Entire home/apt,6,2 baths,3.0,3.0,"[""Dryer"", ""TV"", ""Wifi"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Air conditioning"", ""Dishwasher"", ""Bedroom comforts"", ""Free parking on premises"", ""Self check-in"", ""Bathroom essentials"", ""Fire extinguisher"", ""Smoke alarm"", ""Backyard"", ""Heating"", ""Full kitchen"", ""Washer"", ""Hair dryer"", ""Iron""]",$106.00,1,30,2,baths,0,0
District 20,4.98,4.96,4.93,4.99,4.98,4.92,4.9,1.0,District 20,Entire home/apt,10,2.5 baths,3.0,5.0,"[""Microwave"", ""Outlet covers"", ""Keypad"", ""Wifi"", ""Outdoor dining area"", ""Puracy Natural shampoo"", ""Essentials"", ""Backyard"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Baking sheet"", ""Patio or balcony"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""Baby safety gates"", ""Cooking basics"", ""TV with standard cable"", ""Cable TV"", ""Bathtub"", ""Hair dryer"", ""Iron"", ""Bed linens"", ""Dryer"", ""Room-darkening shades"", ""Keurig coffee machine"", ""Luggage dropoff allowed"", ""Pack \u2019n play/Travel crib"", ""Cleaning products"", ""First aid kit"", ""Puracy Natural conditioner"", ""Kitchen"", ""Free parking on premises"", ""Kitchen Aid stainless steel oven"", ""Hot water"", ""Ceiling fan"", ""Dining table"", ""Outdoor furniture"", ""Washer"", ""Dishes and silverware"", ""Drying rack for clothing"", ""Coffee maker"", ""Clothing storage: dresser, walk-in closet, and closet"", ""Air conditioning"", ""Dishwasher"", ""Wine glasses"", ""Smoke alarm"", ""Board games"", ""Long term stays allowed"", ""Shower gel""]",$331.00,3,29,2,baths,0,0
District 15,4.57,4.43,4.86,4.71,4.71,5.0,4.71,1.0,District 15,Entire home/apt,4,1 bath,1.0,2.0,"[""Microwave"", ""Wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Patio or balcony"", ""Private entrance"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Building staff"", ""TV with standard cable"", ""Cable TV"", ""Gym"", ""Pool"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""Hot tub"", ""BBQ grill"", ""Pack \u2019n play/Travel crib"", ""Kitchen"", ""Free parking on premises"", ""Ethernet connection"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Elevator"", ""Smoke alarm"", ""Backyard""]",$208.00,2,14,1,bath,0,0
District 15,4.76,4.71,4.88,4.94,4.94,4.82,4.65,1.0,District 15,Entire home/apt,4,1 bath,1.0,2.0,"[""Microwave"", ""Wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Indoor fireplace"", ""Hangers"", ""Refrigerator"", ""Baking sheet"", ""Private entrance"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Building staff"", ""TV with standard cable"", ""Cable TV"", ""Gym"", ""Pool"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""Hot tub"", ""Luggage dropoff allowed"", ""BBQ grill"", ""Pack \u2019n play/Travel crib"", ""Kitchen"", ""Free parking on premises"", ""Ethernet connection"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Elevator"", ""Smoke alarm"", ""Backyard"", ""Shower gel""]",$135.00,2,14,1,bath,0,0
District 2,4.89,4.92,4.92,4.96,4.97,4.84,4.92,1.0,District 2,Private room,3,1 shared bath,1.0,1.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Freezer"", ""Lock on bedroom door"", ""Essentials"", ""Extra pillows and blankets"", ""Indoor fireplace"", ""Hangers"", ""Refrigerator"", ""Baking sheet"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""TV"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Mini fridge"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""Shared patio or balcony"", ""Luggage dropoff allowed"", ""BBQ grill"", ""First aid kit"", ""Kitchen"", ""Barbecue utensils"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Dining table"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Wine glasses"", ""Smoke alarm"", ""Private garden or backyard"", ""Security cameras on property""]",$62.00,2,4,1,shared,bath,1
District 19,4.85,4.92,4.75,4.93,4.94,4.96,4.77,0.99,District 19,Entire home/apt,5,1 bath,1.0,3.0,"[""Microwave"", ""Wifi"", ""Essentials"", ""Refrigerator"", ""Hangers"", ""Private entrance"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Cooking basics"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Cable TV"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""Kitchen"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Elevator"", ""Paid parking off premises"", ""Smoke alarm"", ""Smart lock"", ""Long term stays allowed""]",$190.00,1,90,1,bath,0,0
District 7,4.98,4.98,4.95,4.99,4.99,4.89,4.92,1.0,District 7,Entire home/apt,4,1 bath,2.0,2.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Freezer"", ""Essentials"", ""Refrigerator"", ""Hangers"", ""Baking sheet"", ""Patio or balcony"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""TV"", ""Cooking basics"", ""Hair dryer"", ""Iron"", ""Babysitter recommendations"", ""Keurig coffee machine"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Dining table"", ""Outdoor furniture"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Hot water kettle"", ""Wine glasses"", ""Smoke alarm"", ""Backyard""]",$221.00,2,7,1,bath,0,0
District 19,5.0,5.0,5.0,5.0,5.0,4.5,4.5,0.98,District 19,Entire home/apt,8,4.5 baths,4.0,4.0,"[""Microwave"", ""Wifi"", ""Essentials"", ""Refrigerator"", ""Hangers"", ""Private entrance"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""TV"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Hair dryer"", ""Iron"", ""Private patio or balcony"", ""Dryer"", ""Luggage dropoff allowed"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smart lock"", ""Smoke alarm"", ""Backyard"", ""Security cameras on property"", ""Long term stays allowed""]",$607.00,2,1125,4,baths,0,0
District 19,4.98,5.0,4.94,5.0,5.0,4.66,4.88,1.0,District 19,Entire home/apt,12,2.5 baths,4.0,6.0,"[""Free street parking"", ""Dryer"", ""TV"", ""Wifi"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Air conditioning"", ""Bathtub"", ""Dishwasher"", ""Bedroom comforts"", ""Free parking on premises"", ""Self check-in"", ""Bathroom essentials"", ""Fire extinguisher"", ""Smoke alarm"", ""Heating"", ""Full kitchen"", ""Washer"", ""Hair dryer"", ""Iron""]",$413.00,2,1125,2,baths,0,0
District 5,4.99,4.99,4.98,4.99,4.99,4.93,4.96,1.0,District 5,Entire home/apt,2,1 bath,1.0,1.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Freezer"", ""Pocket wifi"", ""Essentials"", ""Backyard"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Baking sheet"", ""Patio or balcony"", ""Private entrance"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Clothing storage"", ""Free street parking"", ""TV"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Bathtub"", ""Hair dryer"", ""Iron"", ""Bed linens"", ""Dryer"", ""Keurig coffee machine"", ""Luggage dropoff allowed"", ""Portable fans"", ""First aid kit"", ""Cleaning products"", ""Kitchen"", ""Free parking on premises"", ""Ethernet connection"", ""Hot water"", ""Shampoo"", ""Dining table"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Hot water kettle"", ""Wine glasses"", ""Smoke alarm"", ""Board games"", ""Security cameras on property"", ""Long term stays allowed"", ""Shower gel""]",$95.00,1,1125,1,bath,0,0
District 5,4.82,4.95,4.67,4.79,4.92,4.66,4.82,1.0,District 5,Entire home/apt,12,3.5 baths,4.0,10.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Patio or balcony"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Cooking basics"", ""Game console"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Cable TV"", ""Bathtub"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""Room-darkening shades"", ""BBQ grill"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smoke alarm"", ""Backyard"", ""Long term stays allowed""]",$379.00,2,1125,3,baths,0,0
District 6,4.89,4.94,4.82,4.92,4.97,4.87,4.93,1.0,District 6,Entire home/apt,10,2.5 baths,3.0,4.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Patio or balcony"", ""Private entrance"", ""Heating"", ""Stove"", ""TV"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""BBQ grill"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smoke alarm"", ""Backyard"", ""Long term stays allowed""]",$337.00,1,1326,2,baths,0,0
District 35,4.75,4.88,4.88,5.0,4.88,5.0,4.88,0.9,District 35,Entire home/apt,4,1 bath,2.0,2.0,"[""Essentials"", ""Indoor fireplace"", ""Hangers"", ""Lockbox"", ""Private entrance"", ""Heating"", ""Fire extinguisher"", ""TV"", ""Breakfast"", ""Bathtub"", ""Hair dryer"", ""Iron"", ""Dryer"", ""Children\u2019s books and toys"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Shampoo"", ""Washer"", ""Dedicated workspace"", ""Air conditioning"", ""Smoke alarm"", ""Long term stays allowed""]",$76.00,30,1125,1,bath,0,0
District 19,4.88,4.95,4.82,4.96,4.96,5.0,4.76,0.99,District 19,Entire home/apt,4,1 bath,1.0,2.0,"[""Microwave"", ""Wifi"", ""Essentials"", ""Refrigerator"", ""Hangers"", ""Baking sheet"", ""Private entrance"", ""Single level home"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Cooking basics"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Cable TV"", ""Hair dryer"", ""Bed linens"", ""Babysitter recommendations"", ""Dryer"", ""Iron"", ""Kitchen"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Elevator"", ""Paid parking off premises"", ""Smoke alarm"", ""Smart lock"", ""Long term stays allowed"", ""Shower gel""]",$180.00,1,90,1,bath,0,0
District 5,4.96,4.94,4.9,4.96,4.85,4.69,4.83,1.0,District 5,Entire home/apt,12,3.5 baths,4.0,12.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Indoor fireplace"", ""Hangers"", ""Refrigerator"", ""Patio or balcony"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Cooking basics"", ""Game console"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Cable TV"", ""Bathtub"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""BBQ grill"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Children\u2019s dinnerware"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smoke alarm"", ""Backyard"", ""Long term stays allowed""]",$379.00,2,1125,3,baths,0,0
District 10,4.67,4.0,5.0,5.0,4.33,5.0,4.67,1.0,District 10,Private room,1,1 shared bath,1.0,1.0,"[""Microwave"", ""Wifi"", ""Outdoor dining area"", ""Lock on bedroom door"", ""Host greets you"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Baking sheet"", ""Patio or balcony"", ""Private entrance"", ""Single level home"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Clothing storage: dresser and closet"", ""Cooking basics"", ""Carbon monoxide alarm"", ""TV with Netflix, Roku, Amazon Prime Video"", ""Free driveway parking on premises"", ""Bathtub"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""Room-darkening shades"", ""Dedicated workspace: desk and office chair"", ""First aid kit"", ""Kitchen"", ""Hot water"", ""Dining table"", ""Outdoor furniture"", ""Washer"", ""Dishes and silverware"", ""Toaster"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Wine glasses"", ""Smoke alarm"", ""Backyard"", ""Long term stays allowed"", ""Shared outdoor lap pool""]",$40.00,30,1125,1,shared,bath,1
District 19,4.98,4.99,4.99,4.99,4.96,4.83,4.79,1.0,District 19,Entire home/apt,10,3.5 baths,3.0,7.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Outdoor dining area"", ""Essentials"", ""Extra pillows and blankets"", ""Indoor fireplace"", ""Hangers"", ""Refrigerator"", ""Baking sheet"", ""Private entrance"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""Cooking basics"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Mini fridge"", ""Cable TV"", ""Bathtub"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""Private patio or balcony"", ""Pack \u2019n play/Travel crib"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Outdoor furniture"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Fire pit"", ""Smoke alarm"", ""Security cameras on property"", ""Long term stays allowed""]",$447.00,2,1125,3,baths,0,0
District 24,4.6,4.71,4.58,4.96,4.9,4.71,4.67,1.0,District 24,Entire home/apt,4,1 bath,2.0,3.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Freezer"", ""Outdoor dining area"", ""Essentials"", ""Refrigerator"", ""Hangers"", ""Baking sheet"", ""Patio or balcony"", ""Private entrance"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""TV"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Bathtub"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Ceiling fan"", ""Dining table"", ""Outdoor furniture"", ""Laundromat nearby"", ""Dishes and silverware"", ""Dedicated workspace"", ""Conditioner"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Hot water kettle"", ""Fire pit"", ""Smoke alarm"", ""Backyard"", ""Long term stays allowed""]",$118.00,1,30,1,bath,0,0
District 21,4.99,4.98,5.0,5.0,5.0,4.67,4.96,1.0,District 21,Entire home/apt,3,1 bath,1.0,3.0,"[""Free street parking"", ""TV"", ""Wifi"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Air conditioning"", ""Bedroom comforts"", ""Free parking on premises"", ""Self check-in"", ""Bathroom essentials"", ""Smoke alarm"", ""Backyard"", ""Kitchenette"", ""Heating"", ""Fire extinguisher"", ""Hair dryer"", ""Iron""]",$92.00,2,31,1,bath,0,0
