district,rating_score,accuracry_review,cleanliness_review,checkin_review,communication_review,location_review,value_score,host_response_rate_float,room_type,accommodates,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,district,bathrooms,bath_text,other_bath,Entirehome/apt
District 37203,4.88,4.95,4.85,4.94,4.93,4.88,4.79,0.99,Entire home/apt,6,2 baths,2.0,3.0,"[""Microwave"", ""Wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""Cooking basics"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Cable TV"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Paid parking off premises"", ""Smoke alarm"", ""Smart lock"", ""Long term stays allowed""]",$193.00,1,90,District 37203,2,baths,0,0
District 37203,4.84,4.93,4.82,4.89,4.97,4.94,4.68,0.99,Entire home/apt,2,1 bath,1.0,1.0,"[""Microwave"", ""Wifi"", ""Essentials"", ""Refrigerator"", ""Hangers"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""Cooking basics"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Cable TV"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Paid parking off premises"", ""Smoke alarm"", ""Smart lock"", ""Long term stays allowed""]",$150.00,1,90,District 37203,1,bath,0,0
District 37203,4.89,4.93,4.9,4.93,4.97,4.93,4.77,0.99,Entire home/apt,5,1 bath,1.0,3.0,"[""Microwave"", ""Wifi"", ""Essentials"", ""Refrigerator"", ""Hangers"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""Cooking basics"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Cable TV"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Paid parking off premises"", ""Smoke alarm"", ""Smart lock"", ""Long term stays allowed""]",$165.00,1,90,District 37203,1,bath,0,0
District 37203,4.76,4.88,4.82,4.92,4.96,4.93,4.7,0.99,Entire home/apt,7,1 bath,2.0,4.0,"[""Microwave"", ""Wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""Cooking basics"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Cable TV"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Paid parking off premises"", ""Smoke alarm"", ""Smart lock"", ""Long term stays allowed""]",$182.00,1,90,District 37203,1,bath,0,0
District 37203,4.89,4.93,4.89,4.94,4.94,4.91,4.73,0.99,Entire home/apt,6,2 baths,2.0,3.0,"[""Microwave"", ""Wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""Cooking basics"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Cable TV"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Paid parking off premises"", ""Smoke alarm"", ""Smart lock"", ""Long term stays allowed""]",$195.00,1,90,District 37203,2,baths,0,0
District 37203,4.8,4.9,4.72,4.93,4.93,4.86,4.72,0.99,Entire home/apt,5,1 bath,1.0,3.0,"[""Microwave"", ""Wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""Cooking basics"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Cable TV"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""Room-darkening shades"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Paid parking off premises"", ""Smoke alarm"", ""Smart lock"", ""Long term stays allowed""]",$160.00,1,90,District 37203,1,bath,0,0
District 37203,4.81,4.9,4.82,4.93,4.92,4.9,4.77,0.99,Entire home/apt,5,1 bath,1.0,3.0,"[""Microwave"", ""Wifi"", ""Essentials"", ""Refrigerator"", ""Hangers"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""Cooking basics"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Cable TV"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Paid parking off premises"", ""Smoke alarm"", ""Smart lock"", ""Long term stays allowed""]",$165.00,1,90,District 37203,1,bath,0,0
District 37203,4.82,4.96,4.69,4.93,4.89,4.92,4.79,0.99,Entire home/apt,12,2 baths,3.0,6.0,"[""Microwave"", ""Wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Private entrance"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""Cooking basics"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Cable TV"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Paid parking off premises"", ""Smoke alarm"", ""Smart lock"", ""Long term stays allowed""]",$308.00,1,90,District 37203,2,baths,0,0
District 37203,4.8,4.91,4.88,4.97,4.92,4.97,4.82,1.0,Entire home/apt,6,2 baths,2.0,3.0,"[""Microwave"", ""Wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Baking sheet"", ""Lockbox"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Cooking basics"", ""TV with standard cable"", ""Cable TV"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""Kitchen"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Paid parking on premises"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Paid parking off premises"", ""Smoke alarm"", ""Security cameras on property"", ""Long term stays allowed""]",$208.00,1,365,District 37203,2,baths,0,0
District 37203,4.92,4.97,4.87,4.97,4.95,4.99,4.99,1.0,Entire home/apt,6,1 bath,2.0,3.0,"[""Shared pool"", ""Microwave"", ""Keypad"", ""Wifi"", ""Essentials"", ""Refrigerator"", ""Hangers"", ""Private entrance"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""TV"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Hair dryer"", ""Iron"", ""Dryer"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smoke alarm"", ""Long term stays allowed""]",$181.00,3,1125,District 37203,1,bath,0,0
District 37203,5.0,5.0,5.0,5.0,5.0,4.92,5.0,1.0,Entire home/apt,12,3 baths,4.0,5.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Essentials"", ""Refrigerator"", ""Hangers"", ""Private entrance"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""TV"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Hair dryer"", ""Iron"", ""Private patio or balcony"", ""Dryer"", ""BBQ grill"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Outdoor furniture"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smoke alarm"", ""Backyard"", ""Security cameras on property"", ""Long term stays allowed""]",$347.00,3,1125,District 37203,3,baths,0,0
District 37203,5.0,5.0,4.97,5.0,5.0,5.0,4.94,1.0,Entire home/apt,8,4 baths,3.0,7.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Indoor fireplace"", ""Hangers"", ""Refrigerator"", ""Baking sheet"", ""Private entrance"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""TV"", ""Cooking basics"", ""Carbon monoxide alarm"", ""EV charger"", ""Bathtub"", ""Hair dryer"", ""Iron"", ""Bed linens"", ""Dryer"", ""Private patio or balcony"", ""Luggage dropoff allowed"", ""BBQ grill"", ""Children\u2019s books and toys"", ""First aid kit"", ""Kitchen"", ""Barbecue utensils"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smoke alarm"", ""Security cameras on property"", ""Long term stays allowed"", ""Shower gel""]",$670.00,2,1125,District 37203,4,baths,0,0
District 37203,4.89,4.87,4.87,4.97,4.9,5.0,4.74,1.0,Entire home/apt,6,2 baths,2.0,3.0,"[""Microwave"", ""Wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Dryer \u2013\u00a0In unit"", ""Hangers"", ""Refrigerator"", ""Paid parking lot on premises"", ""Lockbox"", ""HDTV with Roku, standard cable"", ""Fire extinguisher"", ""Travel Size shampoo"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Cable TV"", ""Long term stays allowed"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Electric stove"", ""Kitchen"", ""Central heating"", ""Hot water"", ""Dishes and silverware"", ""Central air conditioning"", ""Oven"", ""Coffee maker"", ""Dishwasher"", ""Smoke alarm"", ""Security cameras on property"", ""Paid parking lot off premises"", ""Washer \u2013\u00a0In unit""]",$206.00,1,365,District 37203,2,baths,0,0
District 37203,5.0,4.98,4.95,5.0,4.98,4.98,4.88,1.0,Entire home/apt,12,5 baths,4.0,10.0,"[""Microwave"", ""Wifi"", ""Essentials"", ""Refrigerator"", ""Hangers"", ""Patio or balcony"", ""Private entrance"", ""Heating"", ""Stove"", ""Free street parking"", ""TV"", ""Cooking basics"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smart lock"", ""Smoke alarm"", ""Long term stays allowed""]",$842.00,2,365,District 37203,5,baths,0,0
District 37203,5.0,4.67,5.0,5.0,5.0,4.67,4.67,1.0,Entire home/apt,16,4.5 baths,6.0,16.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Essentials"", ""Refrigerator"", ""Hangers"", ""Patio or balcony"", ""Private entrance"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Cooking basics"", ""Breakfast"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Cable TV"", ""Hair dryer"", ""Bed linens"", ""Babysitter recommendations"", ""Dryer"", ""Iron"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smoke alarm"", ""Security cameras on property"", ""Long term stays allowed""]",$927.00,2,28,District 37203,4,baths,0,0
District 37203,5.0,5.0,5.0,5.0,5.0,4.88,5.0,1.0,Entire home/apt,16,4.5 baths,6.0,16.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Essentials"", ""Refrigerator"", ""Hangers"", ""Patio or balcony"", ""Private entrance"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Cooking basics"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Cable TV"", ""Hair dryer"", ""Bed linens"", ""Babysitter recommendations"", ""Dryer"", ""Iron"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smoke alarm"", ""Security cameras on property"", ""Long term stays allowed""]",$927.00,2,28,District 37203,4,baths,0,0
District 37203,4.97,4.92,4.86,4.95,5.0,4.92,4.84,1.0,Entire home/apt,12,2 baths,4.0,10.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Baking sheet"", ""Patio or balcony"", ""Private entrance"", ""Single level home"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""Cooking basics"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Cable TV"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""BBQ grill"", ""First aid kit"", ""Kitchen"", ""Barbecue utensils"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Outdoor furniture"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Paid parking on premises"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Fire pit"", ""Smoke alarm"", ""Backyard"", ""Long term stays allowed"", ""Shower gel""]",$667.00,2,1125,District 37203,2,baths,0,0
District 37203,4.43,4.43,4.43,4.29,4.43,4.43,4.29,1.0,Entire home/apt,10,4.5 baths,3.0,8.0,"[""Microwave"", ""Wifi"", ""Essentials"", ""Refrigerator"", ""Hangers"", ""Baking sheet"", ""Patio or balcony"", ""Private entrance"", ""Heating"", ""Stove"", ""Free street parking"", ""Cooking basics"", ""TV with standard cable"", ""Cable TV"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smart lock"", ""Smoke alarm"", ""Long term stays allowed"", ""Shower gel""]",$409.00,2,365,District 37203,4,baths,0,0
District 37203,4.75,4.82,4.71,4.68,4.89,4.75,4.71,1.0,Entire home/apt,8,3 baths,3.0,4.0,"[""Shared outdoor pool"", ""Microwave"", ""Wifi"", ""Freezer"", ""Body soap"", ""Essentials"", ""Refrigerator"", ""Hangers"", ""Baking sheet"", ""Clothing storage: walk-in closet and closet"", ""Stove"", ""Fire extinguisher"", ""HDTV with "", ""Cooking basics"", ""Shared gym in building"", ""Carbon monoxide alarm"", ""Bathtub"", ""Hair dryer"", ""Iron"", ""Bed linens"", ""Dryer"", ""Pack \u2019n play/Travel crib"", ""First aid kit"", ""Kitchen"", ""Barbecue utensils"", ""Central heating"", ""Hot water"", ""Shampoo"", ""Ceiling fan"", ""Dining table"", ""Laundromat nearby"", ""Dishes and silverware"", ""Central air conditioning"", ""Conditioner"", ""Oven"", ""Toaster"", ""Coffee maker"", ""Paid parking garage on premises \u2013 1 space"", ""Free washer \u2013 In unit"", ""Dishwasher"", ""Elevator"", ""Smoke alarm"", ""Long term stays allowed"", ""Shower gel""]",$509.00,1,365,District 37203,3,baths,0,0
District 37203,4.98,4.98,4.96,4.98,4.96,4.96,4.82,1.0,Entire home/apt,6,1 bath,2.0,3.0,"[""Microwave"", ""Wifi"", ""Freezer"", ""Essentials"", ""Trash compactor"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Baking sheet"", ""Lockbox"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""TV"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Cleaning before checkout"", ""Pool"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""Room-darkening shades"", ""BBQ grill"", ""First aid kit"", ""Cleaning products"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Outdoor furniture"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Conditioner"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Wine glasses"", ""Smoke alarm"", ""Long term stays allowed""]",$208.00,2,1125,District 37203,1,bath,0,0
District 37203,5.0,4.9,4.93,5.0,4.97,4.93,4.83,1.0,Entire home/apt,12,2 baths,4.0,6.0,"[""Microwave"", ""Wifi"", ""Freezer"", ""Essentials"", ""Trash compactor"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Baking sheet"", ""Lockbox"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""TV"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Cleaning before checkout"", ""Pool"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""BBQ grill"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Conditioner"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smoke alarm"", ""Long term stays allowed""]",$355.00,2,1125,District 37203,2,baths,0,0
District 37203,5.0,4.97,5.0,5.0,5.0,4.97,4.86,1.0,Entire home/apt,6,1 bath,2.0,5.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Freezer"", ""Essentials"", ""Trash compactor"", ""Extra pillows and blankets"", ""Indoor fireplace"", ""Hangers"", ""Refrigerator"", ""Baking sheet"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""TV"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Cleaning before checkout"", ""Pool"", ""Hair dryer"", ""Iron"", ""Bed linens"", ""Dryer"", ""Keurig coffee machine"", ""BBQ grill"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Conditioner"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smoke alarm"", ""Security cameras on property"", ""Long term stays allowed"", ""Shower gel""]",$258.00,2,1125,District 37203,1,bath,0,0
District 37203,4.75,4.86,4.8,4.95,4.84,4.89,4.73,1.0,Entire home/apt,6,1 bath,1.0,2.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Freezer"", ""Essentials"", ""Refrigerator"", ""Hangers"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""TV"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Pool"", ""Hair dryer"", ""Iron"", ""Dryer"", ""Kitchen"", ""Free parking on premises"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smoke alarm"", ""Long term stays allowed""]",$149.00,1,1125,District 37203,1,bath,0,0
District 37203,4.94,4.94,5.0,4.94,4.94,4.94,4.72,1.0,Entire home/apt,8,1 bath,2.0,4.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Body soap"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Patio or balcony"", ""Private entrance"", ""Single level home"", ""Heating"", ""Stove"", ""Window guards"", ""Fire extinguisher"", ""Free street parking"", ""TV"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Bathtub"", ""Cleaning before checkout"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""Room-darkening shades"", ""Luggage dropoff allowed"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Changing table"", ""Shampoo"", ""Children\u2019s dinnerware"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Paid parking off premises"", ""Smoke alarm"", ""Long term stays allowed""]",$157.00,1,29,District 37203,1,bath,0,0
District 37203,5.0,5.0,4.83,4.67,5.0,5.0,5.0,1.0,Entire home/apt,12,3.5 baths,3.0,6.0,"[""Microwave"", ""Wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Indoor fireplace"", ""Hangers"", ""Refrigerator"", ""Patio or balcony"", ""Private entrance"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Cable TV"", ""Bathtub"", ""Cleaning before checkout"", ""Hair dryer"", ""Bed linens"", ""Babysitter recommendations"", ""Dryer"", ""Iron"", ""Room-darkening shades"", ""BBQ grill"", ""Pack \u2019n play/Travel crib"", ""Cleaning products"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""HDTV with standard cable"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smart lock"", ""Smoke alarm"", ""High chair"", ""Long term stays allowed""]",$389.00,1,365,District 37203,3,baths,0,0
District 37203,4.81,4.91,4.96,4.84,4.91,4.86,4.75,1.0,Entire home/apt,4,1 bath,1.0,1.0,"[""Microwave"", ""Wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Lockbox"", ""Private entrance"", ""Single level home"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Dedicated workspace: table"", ""Bathtub"", ""Gym"", ""Free dryer \u2013 In unit"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Free parking garage on premises \u2013 1 space"", ""43\"" HDTV with Roku"", ""First aid kit"", ""Kitchen"", ""Hot water"", ""Shampoo"", ""Dishes and silverware"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Free washer \u2013 In unit"", ""Dishwasher"", ""Smoke alarm"", ""Security cameras on property"", ""Paid parking lot off premises"", ""Long term stays allowed""]",$155.00,1,180,District 37203,1,bath,0,0
